ID; Name (source); Name (display); Description; Frame Length (bytes); Channel Offset (bits); Channel Length (bits); Channel Name (source); Channel Name (display); Channel Data Type; Channel Description; Calibration Function (CHANNELVAL=...); Calibration Function Inverse (USERVAL=...); Unit; Range Min; Range Max; List Name (source); Part-Of-ID; Start Channel; Num Channel; Mirrored TC ID; Group
1; Reset; Reset; Perform a reset; 1; 0; 8; Magic; Magic number; UnsignedInteger; Magic number to make sure it is a valid reset command. Should equal 0x5A; ; ; ; 0; 0; ; ; 0; 0;
 ; ; ; ; ; 32; 16; TorquerZ; Commanded Z Magnetorquer duty cycle; SignedInteger; Commanded Z-torquer duty cycle; RAWVAL*0.001; USERVAL*1000.0; ; -800; 800; ; ; 0; 0; Actuator Commands
17; WheelSpeedCmd; Set Wheel Speed; Set wheel speed (only valid if Control Mode is None); 6; 0; 16; WheelX; Commanded X speed; SignedInteger; Commanded X-wheel speed; ; ; rpm; -8000; 8000; ;
 ; ; ; ; ; 16; 16; WheelY; Commanded Y speed; SignedInteger; Commanded Y-wheel speed; ; ; rpm; -8000; 8000; ;
 ; ; ; ; ; 32; 16; WheelZ; Commanded Z speed; SignedInteger; Commanded Z-wheel speed; ; ; rpm; -8000; 8000; ; ; 0; 0; Actuator Commands
18; TriggerAdcs; Trigger ADCS Loop; Trigger ADCS to perform one iteration of the control loop (only valid when ADCS Run Mode is Triggered); 0; ; 0; 0;
19; TriggerAdcsSensor; Trigger ADCS Loop with Simulated Sensor Data; Trigger ADCS to perform one iteration of the control loop (only valid when ADCS Run Mode is Triggered); 90; 0; 32; UnixTime; Unix Time; UnsignedInteger; Unix time for iteration; ; ; s; 0; 0; ;
 ; ; ; ; ; 32; 16; CssRaw1; Css Raw 1; UnsignedInteger; CSS1 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 48; 16; CssRaw2; Css Raw 2; UnsignedInteger; CSS2 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 64; 16; CssRaw3; Css Raw 3; UnsignedInteger; CSS3 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 80; 16; CssRaw4; Css Raw 4; UnsignedInteger; CSS4 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 96; 16; CssRaw5; Css Raw 5; UnsignedInteger; CSS5 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 112; 16; CssRaw6; Css Raw 6; UnsignedInteger; CSS6 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 128; 16; CssRaw7; Css Raw 7; UnsignedInteger; CSS7 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 144; 16; CssRaw8; Css Raw 8; UnsignedInteger; CSS8 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 160; 16; CssRaw9; Css Raw 9; UnsignedInteger; CSS9 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 176; 16; CssRaw10; Css Raw 10; UnsignedInteger; CSS10 raw measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 192; 16; Cam1RawX; Cam1 Raw X; SignedInteger; Cam1 sensor raw X angle; ; ; ; 0; 0; ;
 ; ; ; ; ; 208; 16; Cam1RawY; Cam1 Raw Y; SignedInteger; Cam1 sensor raw Y angle; ; ; ; 0; 0; ;
 ; ; ; ; ; 224; 8; Cam1Busy; Cam1 Busy; UnsignedInteger; Cam1 sensor capture status; ; ; ; 0; 0; ;
 ; ; ; ; ; 232; 8; Cam1Result; Cam1 Result; UnsignedInteger; Cam1 sensor detection result; ; ; ; 0; 0; ;
 ; ; ; ; ; 240; 16; Cam2RawX; Cam2 Raw X; SignedInteger; Cam2 sensor raw X angle; ; ; ; 0; 0; ;
 ; ; ; ; ; 256; 16; Cam2RawY; Cam2 Raw Y; SignedInteger; Cam2 sensor raw Y angle; ; ; ; 0; 0; ;
 ; ; ; ; ; 272; 8; Cam2Busy; Cam2 Busy; UnsignedInteger; Cam2 sensor capture status; ; ; ; 0; 0; ;
 ; ; ; ; ; 280; 8; Cam2Result; Cam2 Result; UnsignedInteger; Cam2 sensor detection result; ; ; ; 0; 0; ;
 ; ; ; ; ; 288; 16; MagRawX; Mag Raw X; SignedInteger; Raw magnetometer X measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 304; 16; MagRawY; Mag Raw Y; SignedInteger; Raw magnetometer Y measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 320; 16; MagRawZ; Mag Raw Z; SignedInteger; Raw magnetometer Z measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 336; 16; RateRawX; Rate Raw X; SignedInteger; Raw X rate sensor measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 352; 16; RateRawY; Rate Raw Y; SignedInteger; Raw Y rate sensor measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 368; 16; RateRawZ; Rate Raw Z; SignedInteger; Raw Z rate sensor measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 384; 16; WheelRawX; Wheel Raw X; SignedInteger; Raw X wheel speed measurement; ; ; rpm; 0; 0; ;
 ; ; ; ; ; 400; 16; WheelRawY; Wheel Raw Y; SignedInteger; Raw Y wheel speed measurement; ; ; rpm; 0; 0; ;
 ; ; ; ; ; 416; 16; WheelRawZ; Wheel Raw Z; SignedInteger; Raw Z wheel speed measurement; ; ; rpm; 0; 0; ;
 ; ; ; ; ; 432; 16; Star1CameraX; Star1CameraX; SignedInteger; Star1 camera X-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 448; 16; Star1CameraY; Star1CameraY; SignedInteger; Star1 camera Y-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 464; 16; Star1CameraZ; Star1CameraZ; SignedInteger; Star1 camera Z-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 480; 16; Star1InertialX; Star1InertialX; SignedInteger; Star1 inertial X-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 496; 16; Star1InertialY; Star1InertialY; SignedInteger; Star1 inertial Y-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 512; 16; Star1InertialZ; Star1InertialZ; SignedInteger; Star1 inertial Z-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 528; 16; Star2CameraX; Star2CameraX; SignedInteger; Star2 camera X-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 544; 16; Star2CameraY; Star2CameraY; SignedInteger; Star2 camera Y-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 560; 16; Star2CameraZ; Star2CameraZ; SignedInteger; Star2 camera Z-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 576; 16; Star2InertialX; Star2InertialX; SignedInteger; Star2 inertial X-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 592; 16; Star2InertialY; Star2InertialY; SignedInteger; Star2 inertial Y-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 608; 16; Star2InertialZ; Star2InertialZ; SignedInteger; Star2 inertial Z-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 624; 16; Star3CameraX; Star3CameraX; SignedInteger; Star3 camera X-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 640; 16; Star3CameraY; Star3CameraY; SignedInteger; Star3 camera Y-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 656; 16; Star3CameraZ; Star3CameraZ; SignedInteger; Star3 camera Z-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 672; 16; Star3InertialX; Star3InertialX; SignedInteger; Star3 inertial X-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 688; 16; Star3InertialY; Star3InertialY; SignedInteger; Star3 inertial Y-vector; ; ; ; 0; 0; ;
 ; ; ; ; ; 704; 16; Star3InertialZ; Star3InertialZ; SignedInteger; Star3 inertial Z-vector; ; ; ; 0; 0; ; ; 0; 0;
20; AdcsConfig; ADCS Configuration; Current configuration; 272; 0; 8; Magtorq1; Magnetorquer 1 Configuration; Enumeration; Magnetorquer 1 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 8; 8; Magtorq2; Magnetorquer 2 Configuration; Enumeration; Magnetorquer 2 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 16; 8; Magtorq3; Magnetorquer 3 Configuration; Enumeration; Magnetorquer 3 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 24; 8; RW1Conf; RW1 Configuration; Enumeration; RW1 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 32; 8; RW2Conf; RW2 Configuration; Enumeration; RW2 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 40; 8; RW3Conf; RW3 Configuration; Enumeration; RW3 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 48; 8; RW4Conf; RW4 Configuration; Enumeration; RW4 or Momentum wheel Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 56; 8; Gyro1Conf; Gyro1 Configuration; Enumeration; Gyro1 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 64; 8; Gyro2Conf; Gyro2 Configuration; Enumeration; Gyro2 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 72; 8; Gyro3Conf; Gyro3 Configuration; Enumeration; Gyro3 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 80; 8; Css1Conf; CSS1 Configuration; Enumeration; CSS1 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 88; 8; Css2Conf; CSS2 Configuration; Enumeration; CSS2 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 96; 8; Css3Conf; CSS3 Configuration; Enumeration; CSS3 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 104; 8; Css4Conf; CSS4 Configuration; Enumeration; CSS4 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 112; 8; Css5Conf; CSS5 Configuration; Enumeration; CSS5 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 120; 8; Css6Conf; CSS6 Configuration; Enumeration; CSS6 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 128; 8; Css7Conf; CSS7 Configuration; Enumeration; CSS7 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 136; 8; Css8Conf; CSS8 Configuration; Enumeration; CSS8 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 144; 8; Css9Conf; CSS9 Configuration; Enumeration; CSS9 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 152; 8; Css10Conf; CSS10 Configuration; Enumeration; CSS10 Configuration; ; ; ; 0; 0; AxisSelect;
 ; ; ; ; ; 160; 8; Css1Scale; CSS1 Relative Scale; UnsignedInteger; CSS1 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 168; 8; Css2Scale; CSS2 Relative Scale; UnsignedInteger; CSS2 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 176; 8; Css3Scale; CSS3 Relative Scale; UnsignedInteger; CSS3 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 184; 8; Css4Scale; CSS4 Relative Scale; UnsignedInteger; CSS4 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 192; 8; Css5Scale; CSS5 Relative Scale; UnsignedInteger; CSS5 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 200; 8; Css6Scale; CSS6 Relative Scale; UnsignedInteger; CSS6 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 208; 8; Css7Scale; CSS7 Relative Scale; UnsignedInteger; CSS7 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 216; 8; Css8Scale; CSS8 Relative Scale; UnsignedInteger; CSS8 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 224; 8; Css9Scale; CSS9 Relative Scale; UnsignedInteger; CSS9 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 232; 8; Css10Scale; CSS10 Relative Scale; UnsignedInteger; CSS10 Relative Scaling Factor; RAWVAL*0.01; USERVAL*100.0; ; 0; 0; ;
 ; ; ; ; ; 240; 8; CssMinimum; CSS Threshold; UnsignedInteger; CSS Threshold; ; ; ; 0; 0; ;
 ; ; ; ; ; 248; 16; Cam1Angle1; Cam1 Sensor Mounting Transform Alpha Angle; SignedInteger; Cam1 Sensor Mounting Transform Alpha Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 264; 16; Cam1Angle2; Cam1 Sensor Mounting Transform Beta Angle; SignedInteger; Cam1 Sensor Mounting Transform Beta Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 280; 16; Cam1Angle3; Cam1 Sensor Mounting Transform Gamma Angle; SignedInteger; Cam1 Sensor Mounting Transform Gamma Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 296; 8; Cam1Threshold; Cam1 detection threshold; UnsignedInteger; ; ; ; ; 0; 0; ;
 ; ; ; ; ; 304; 1; Cam1AutoAdj; Cam1 sensor auto adjust mode; Boolean; 0 = disabled and 1 = enabled; ; ; ; 0; 0; ;
 ; ; ; ; ; 312; 16; Cam1Exposure; Cam1 sensor exposure time; UnsignedInteger; exposure time register value; ; ; ; 0; 0; ;
 ; ; ; ; ; 328; 16; Cam1BoreX; Cam1 Boresight X; UnsignedInteger; X Pixel location of Cam1 boresight; RAWVAL*0.01; USERVAL*100.0; pixels; 0; 0; ;
 ; ; ; ; ; 344; 16; Cam1BoreY; Cam1 Boresight Y; UnsignedInteger; Y Pixel location of Cam1 boresight; RAWVAL*0.01; USERVAL*100.0; pixels; 0; 0; ;
 ; ; ; ; ; 360; 1; Cam1Shift; Cam1 Shift; Boolean; Use Cam2 processing chain for Cam1 detection; ; ; ; 0; 0; ;
 ; ; ; ; ; 368; 16; Cam2Angle1; Cam2 Sensor Mounting Transform Alpha Angle; SignedInteger; Cam2 Sensor Mounting Transform Alpha Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 384; 16; Cam2Angle2; Cam2 Sensor Mounting Transform Beta Angle; SignedInteger; Cam2 Sensor Mounting Transform Beta Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 400; 16; Cam2Angle3; Cam2 Sensor Mounting Transform Gamma Angle; SignedInteger; Cam2 Sensor Mounting Transform Gamma Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 416; 8; Cam2Threshold; Cam2 detection threshold; UnsignedInteger; Cam2 detection threshold; ; ; ; 0; 0; ;
 ; ; ; ; ; 424; 1; Cam2AutoAdj; Cam2 sensor auto adjust mode; Boolean; 0 = disabled and 1 = enabled; ; ; ; 0; 0; ;
 ; ; ; ; ; 432; 16; Cam2Exposure; Cam2 sensor exposure time; UnsignedInteger; exposure time register value; ; ; ; 0; 0; ;
 ; ; ; ; ; 448; 16; Cam2BoreX; Cam2 Boresight X; UnsignedInteger; X Pixel location of Cam2 boresight; RAWVAL*0.01; USERVAL*100.0; pixels; 0; 0; ;
 ; ; ; ; ; 464; 16; Cam2BoreY; Cam2 Boresight Y; UnsignedInteger; Y Pixel location of Cam2 boresight; RAWVAL*0.01; USERVAL*100.0; pixels; 0; 0; ;
 ; ; ; ; ; 480; 1; Cam2Shift; Cam2 Shift; Boolean; Use Sun processing chain for Cam2 detection; ; ; ; 0; 0; ;
 ; ; ; ; ; 488; 16; MaskArea1Xmin; Minimum X of area 1; UnsignedInteger; Minimum X of Area 1; ; ; ; 0; 0; ;
 ; ; ; ; ; 504; 16; MaskArea1Xmax; Maximum X of area 1; UnsignedInteger; Maximum X of Area 1; ; ; ; 0; 0; ;
 ; ; ; ; ; 520; 16; MaskArea1Ymin; Minimum Y of area 1; UnsignedInteger; Minimum Y of Area 1; ; ; ; 0; 0; ;
 ; ; ; ; ; 536; 16; MaskArea1Ymax; Maximum Y of area 1; UnsignedInteger; Maximum Y of Area 1; ; ; ; 0; 0; ;
 ; ; ; ; ; 552; 16; MaskArea2Xmin; Minimum X of area 2; UnsignedInteger; Minimum X of Area 2; ; ; ; 0; 0; ;
 ; ; ; ; ; 568; 16; MaskArea2Xmax; Maximum X of area 2; UnsignedInteger; Maximum X of Area 2; ; ; ; 0; 0; ;
 ; ; ; ; ; 584; 16; MaskArea2Ymin; Minimum Y of area 2; UnsignedInteger; Minimum Y of Area 2; ; ; ; 0; 0; ;
 ; ; ; ; ; 600; 16; MaskArea2Ymax; Maximum Y of area 2; UnsignedInteger; Maximum Y of Area 2; ; ; ; 0; 0; ;
 ; ; ; ; ; 616; 16; MaskArea3Xmin; Minimum X of area 3; UnsignedInteger; Minimum X of Area 3; ; ; ; 0; 0; ;
 ; ; ; ; ; 632; 16; MaskArea3Xmax; Maximum X of area 3; UnsignedInteger; Maximum X of Area 3; ; ; ; 0; 0; ;
 ; ; ; ; ; 648; 16; MaskArea3Ymin; Minimum Y of area 3; UnsignedInteger; Minimum Y of Area 3; ; ; ; 0; 0; ;
 ; ; ; ; ; 664; 16; MaskArea3Ymax; Maximum Y of area 3; UnsignedInteger; Maximum Y of Area 3; ; ; ; 0; 0; ;
 ; ; ; ; ; 680; 16; MaskArea4Xmin; Minimum X of area 4; UnsignedInteger; Minimum X of Area 4; ; ; ; 0; 0; ;
 ; ; ; ; ; 696; 16; MaskArea4Xmax; Maximum X of area 4; UnsignedInteger; Maximum X of Area 4; ; ; ; 0; 0; ;
 ; ; ; ; ; 712; 16; MaskArea4Ymin; Minimum Y of area 4; UnsignedInteger; Minimum Y of Area 4; ; ; ; 0; 0; ;
 ; ; ; ; ; 728; 16; MaskArea4Ymax; Maximum Y of area 4; UnsignedInteger; Maximum Y of Area 4; ; ; ; 0; 0; ;
 ; ; ; ; ; 744; 16; MaskArea5Xmin; Minimum X of area 5; UnsignedInteger; Minimum X of Area 5; ; ; ; 0; 0; ;
 ; ; ; ; ; 760; 16; MaskArea5Xmax; Maximum X of area 5; UnsignedInteger; Maximum X of Area 5; ; ; ; 0; 0; ;
 ; ; ; ; ; 776; 16; MaskArea5Ymin; Minimum Y of area 5; UnsignedInteger; Minimum Y of Area 5; ; ; ; 0; 0; ;
 ; ; ; ; ; 792; 16; MaskArea5Ymax; Maximum Y of area 5; UnsignedInteger; Maximum Y of Area 5; ; ; ; 0; 0; ;
 ; ; ; ; ; 808; 16; MagmAngle1; Magnetometer Mounting Transform Alpha Angle; SignedInteger; Magnetometer Mounting Transform Alpha Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 824; 16; MagmAngle2; Magnetometer Mounting Transform Beta Angle; SignedInteger; Magnetometer Mounting Transform Beta Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 840; 16; MagmAngle3; Magnetometer Mounting Transform Gamma Angle; SignedInteger; Magnetometer Mounting Transform Gamma Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 856; 16; MagmOffset1; Magnetometer Channel 1 Offset; SignedInteger; Magnetometer Channel 1 Offset; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 872; 16; MagmOffset2; Magnetometer Channel 2 Offset; SignedInteger; Magnetometer Channel 2 Offset; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 888; 16; MagmOffset3; Magnetometer Channel 3 Offset; SignedInteger; Magnetometer Channel 3 Offset; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 904; 16; MagmSens11; Magnetometer Sensitivity Matrix S11; SignedInteger; Magnetometer Sensitivity Matrix S11; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 920; 16; MagmSens22; Magnetometer Sensitivity Matrix S22; SignedInteger; Magnetometer Sensitivity Matrix S22; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 936; 16; MagmSens33; Magnetometer Sensitivity Matrix S33; SignedInteger; Magnetometer Sensitivity Matrix S33; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 952; 16; MagmSens12; Magnetometer Sensitivity Matrix S12; SignedInteger; Magnetometer Sensitivity Matrix S12; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 968; 16; MagmSens13; Magnetometer Sensitivity Matrix S13; SignedInteger; Magnetometer Sensitivity Matrix S13; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 984; 16; MagmSens21; Magnetometer Sensitivity Matrix S21; SignedInteger; Magnetometer Sensitivity Matrix S21; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 1000; 16; MagmSens23; Magnetometer Sensitivity Matrix S23; SignedInteger; Magnetometer Sensitivity Matrix S23; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
